,emin,de,sens,emax,en
406,3985.25,10.0,5.45795103526e-11,3995.25,3990.24686736
407,3995.25,10.0,5.33891517085e-11,4005.25,4000.24687519
408,4005.25,10.0,5.53383236089e-11,4015.25,4010.24688299
409,4015.25,10.0,5.53265812976e-11,4025.25,4020.24689074
410,4025.25,10.0,5.48387697408e-11,4035.25,4030.24689845
411,4035.25,10.0,5.48155954716e-11,4045.25,4040.24690613
412,4045.25,10.0,5.46699933153e-11,4055.25,4050.24691377
413,4055.25,10.0,5.51419503735e-11,4065.25,4060.24692137
414,4065.25,10.0,5.4149862606e-11,4075.25,4070.24692893
415,4075.25,10.0,5.78475958785e-11,4085.25,4080.24693646
416,4085.25,10.0,6.18536551507e-11,4095.25,4090.24694395
417,4095.25,10.0,5.85603363035e-11,4105.25,4100.2469514
418,4105.25,10.0,5.54679877852e-11,4115.25,4110.24695882
419,4115.25,10.0,6.58790268778e-11,4125.25,4120.2469662
420,4125.25,10.0,5.71162373192e-11,4135.25,4130.24697355
421,4135.25,10.0,5.49145378491e-11,4145.25,4140.24698086
422,4145.25,10.0,5.55030606544e-11,4155.25,4150.24698813
423,4155.25,10.0,5.7395743437e-11,4165.25,4160.24699537
424,4165.25,10.0,5.66056801536e-11,4175.25,4170.24700258
425,4175.25,10.0,5.50885487812e-11,4185.25,4180.24700975
426,4185.25,10.0,5.70864750422e-11,4195.25,4190.24701688
427,4195.25,10.0,5.67787560235e-11,4205.25,4200.24702399
428,4205.25,10.0,5.71478878626e-11,4215.25,4210.24703105
429,4215.25,10.0,5.76993414168e-11,4225.25,4220.24703809
430,4225.25,10.0,5.70317670849e-11,4235.25,4230.24704509
431,4235.25,10.0,5.7196333421e-11,4245.25,4240.24705206
432,4245.25,10.0,5.83471299555e-11,4255.25,4250.247059
433,4255.25,10.0,5.84600581814e-11,4265.25,4260.2470659
434,4265.25,10.0,5.75705405886e-11,4275.25,4270.24707277
435,4275.25,10.0,5.68433702177e-11,4285.25,4280.24707961
436,4285.25,10.0,6.55434875714e-11,4295.25,4290.24708642
437,4295.25,10.0,7.60005442015e-11,4305.25,4300.24709319
438,4305.25,10.0,6.4134308414e-11,4315.25,4310.24709994
439,4315.25,10.0,5.75366845031e-11,4325.25,4320.24710665
440,4325.25,10.0,5.66746708651e-11,4335.25,4330.24711333
441,4335.25,10.0,5.79065001626e-11,4345.25,4340.24711998
442,4345.25,10.0,5.81657503004e-11,4355.25,4350.2471266
443,4355.25,10.0,5.71777460568e-11,4365.25,4360.24713319
444,4365.25,10.0,5.87204928991e-11,4375.25,4370.24713975
445,4375.25,10.0,5.87646206901e-11,4385.25,4380.24714628
446,4385.25,10.0,6.04877211296e-11,4395.25,4390.24715278
447,4395.25,10.0,5.99289000486e-11,4405.25,4400.24715925
448,4405.25,10.0,6.10396273285e-11,4415.25,4410.24716569
449,4415.25,10.0,6.06479362098e-11,4425.25,4420.2471721
450,4425.25,10.0,6.0654374702e-11,4435.25,4430.24717849
451,4435.25,10.0,6.42939623358e-11,4445.25,4440.24718484
452,4445.25,10.0,6.29180546113e-11,4455.25,4450.24719117
453,4455.25,10.0,6.57365919342e-11,4465.25,4460.24719747
454,4465.25,10.0,6.39228314241e-11,4475.25,4470.24720373
455,4475.25,10.0,6.00980200455e-11,4485.25,4480.24720998
456,4485.25,10.0,6.02398643285e-11,4495.25,4490.24721619
457,4495.25,10.0,5.96653665047e-11,4505.25,4500.24722238
458,4505.25,10.0,5.98698743884e-11,4515.25,4510.24722853
459,4515.25,10.0,5.95506480787e-11,4525.25,4520.24723467
460,4525.25,10.0,6.12077852477e-11,4535.25,4530.24724077
461,4535.25,10.0,6.02568113515e-11,4545.25,4540.24724685
462,4545.25,10.0,6.01046177209e-11,4555.25,4550.2472529
463,4555.25,10.0,6.10239472671e-11,4565.25,4560.24725892
464,4565.25,10.0,6.04375278898e-11,4575.25,4570.24726492
465,4575.25,10.0,6.09276407394e-11,4585.25,4580.24727089
466,4585.25,10.0,6.05072164097e-11,4595.25,4590.24727684
467,4595.25,10.0,6.03070893564e-11,4605.25,4600.24728276
468,4605.25,10.0,6.00266564457e-11,4615.25,4610.24728865
469,4615.25,10.0,6.14704361454e-11,4625.25,4620.24729452
470,4625.25,10.0,5.98444038624e-11,4635.25,4630.24730036
471,4635.25,10.0,6.15786005712e-11,4645.25,4640.24730618
472,4645.25,10.0,6.14283719381e-11,4655.25,4650.24731197
473,4655.25,10.0,6.17786644313e-11,4665.25,4660.24731774
474,4665.25,10.0,6.19313982076e-11,4675.25,4670.24732348
475,4675.25,10.0,6.25737138274e-11,4685.25,4680.2473292
476,4685.25,10.0,6.35723836472e-11,4695.25,4690.2473349
477,4695.25,10.0,6.19582273097e-11,4705.25,4700.24734057
478,4705.25,10.0,6.32542693456e-11,4715.25,4710.24734621
479,4715.25,10.0,6.31588372824e-11,4725.25,4720.24735183
480,4725.25,10.0,6.45283281375e-11,4735.25,4730.24735743
481,4735.25,10.0,6.27126010347e-11,4745.25,4740.24736301
482,4745.25,10.0,6.36478576897e-11,4755.25,4750.24736856
483,4755.25,10.0,6.3169537446e-11,4765.25,4760.24737409
484,4765.25,10.0,6.37488707212e-11,4775.25,4770.24737959
485,4775.25,10.0,6.32955595161e-11,4785.25,4780.24738507
486,4785.25,10.0,6.38702763622e-11,4795.25,4790.24739053
487,4795.25,10.0,6.76426147242e-11,4805.25,4800.24739597
488,4805.25,10.0,7.19051205594e-11,4815.25,4810.24740138
489,4815.25,10.0,6.84868646283e-11,4825.25,4820.24740677
490,4825.25,10.0,6.44989605867e-11,4835.25,4830.24741214
491,4835.25,10.0,6.40423394646e-11,4845.25,4840.24741749
492,4845.25,10.0,6.3830207282e-11,4855.25,4850.24742281
493,4855.25,10.0,6.43125190718e-11,4865.25,4860.24742812
494,4865.25,10.0,6.40913638373e-11,4875.25,4870.2474334
495,4875.25,10.0,6.65920217119e-11,4885.25,4880.24743866
496,4885.25,10.0,6.5324314908e-11,4895.25,4890.24744389
497,4895.25,10.0,6.52955578028e-11,4905.25,4900.24744911
498,4905.25,10.0,6.62640328134e-11,4915.25,4910.2474543
499,4915.25,10.0,6.52800294164e-11,4925.25,4920.24745948
500,4925.25,10.0,6.60396705628e-11,4935.25,4930.24746463
501,4935.25,10.0,6.7713823447e-11,4945.25,4940.24746976
502,4945.25,10.0,6.77931272463e-11,4955.25,4950.24747487
503,4955.25,10.0,6.72977722339e-11,4965.25,4960.24747997
504,4965.25,10.0,6.93555434256e-11,4975.25,4970.24748504
505,4975.25,10.0,6.67692870064e-11,4985.25,4980.24749009
506,4985.25,10.0,6.75725807316e-11,4995.25,4990.24749511
507,4995.25,10.0,6.85389704435e-11,5005.25,5000.24750012
508,5005.25,10.0,6.84641225232e-11,5015.25,5010.24750511
509,5015.25,10.0,6.92209946225e-11,5025.25,5020.24751008
510,5025.25,10.0,6.68118787837e-11,5035.25,5030.24751503
511,5035.25,10.0,6.82678721304e-11,5045.25,5040.24751996
512,5045.25,10.0,6.93667892072e-11,5055.25,5050.24752487
513,5055.25,10.0,6.80063317626e-11,5065.25,5060.24752977
514,5065.25,10.0,6.93569466409e-11,5075.25,5070.24753464
515,5075.25,10.0,6.96170587867e-11,5085.25,5080.24753949
516,5085.25,10.0,6.98360716522e-11,5095.25,5090.24754432
517,5095.25,10.0,7.12724824683e-11,5105.25,5100.24754914
518,5105.25,10.0,7.03552424129e-11,5115.25,5110.24755394
519,5115.25,10.0,6.89665378161e-11,5125.25,5120.24755871
520,5125.25,10.0,6.98567573751e-11,5135.25,5130.24756347
521,5135.25,10.0,7.0738959103e-11,5145.25,5140.24756821
522,5145.25,10.0,7.04998721826e-11,5155.25,5150.24757293
523,5155.25,10.0,7.06319270206e-11,5165.25,5160.24757764
524,5165.25,10.0,7.19217646825e-11,5175.25,5170.24758232
525,5175.25,10.0,7.215834641e-11,5185.25,5180.24758699
526,5185.25,10.0,7.17856045071e-11,5195.25,5190.24759164
527,5195.25,10.0,7.24361278682e-11,5205.25,5200.24759627
528,5205.25,10.0,7.06727044115e-11,5215.25,5210.24760088
529,5215.25,10.0,7.17869360523e-11,5225.25,5220.24760548
530,5225.25,10.0,7.34139969269e-11,5235.25,5230.24761006
531,5235.25,10.0,7.49174172e-11,5245.25,5240.24761462
532,5245.25,10.0,7.39013797398e-11,5255.25,5250.24761916
533,5255.25,10.0,7.45527437719e-11,5265.25,5260.24762369
534,5265.25,10.0,7.76294711662e-11,5275.25,5270.2476282
535,5275.25,10.0,7.41421763028e-11,5285.25,5280.24763269
536,5285.25,10.0,7.45681346796e-11,5295.25,5290.24763716
537,5295.25,10.0,7.55618884808e-11,5305.25,5300.24764162
538,5305.25,10.0,7.5973335171e-11,5315.25,5310.24764606
539,5315.25,10.0,7.56590522895e-11,5325.25,5320.24765049
540,5325.25,10.0,7.50437795561e-11,5335.25,5330.24765489
541,5335.25,10.0,7.48531875295e-11,5345.25,5340.24765929
542,5345.25,10.0,7.54523395562e-11,5355.25,5350.24766366
543,5355.25,10.0,7.51864948413e-11,5365.25,5360.24766802
544,5365.25,10.0,7.61622416137e-11,5375.25,5370.24767236
545,5375.25,10.0,7.74184380429e-11,5385.25,5380.24767669
546,5385.25,10.0,7.64499147999e-11,5395.25,5390.247681
547,5395.25,10.0,7.93759506433e-11,5405.25,5400.24768529
548,5405.25,10.0,7.93906922321e-11,5415.25,5410.24768957
549,5415.25,10.0,7.91857515603e-11,5425.25,5420.24769383
550,5425.25,10.0,7.83235830924e-11,5435.25,5430.24769808
551,5435.25,10.0,7.93885647367e-11,5445.25,5440.24770231
552,5445.25,10.0,8.10924826083e-11,5455.25,5450.24770653
553,5455.25,10.0,7.84719048977e-11,5465.25,5460.24771073
554,5465.25,10.0,7.83514821972e-11,5475.25,5470.24771491
555,5475.25,10.0,7.93094344729e-11,5485.25,5480.24771908
556,5485.25,10.0,8.05166278337e-11,5495.25,5490.24772324
557,5495.25,10.0,8.08335869817e-11,5505.25,5500.24772738
558,5505.25,10.0,8.04579928927e-11,5515.25,5510.2477315
559,5515.25,10.0,8.44154666289e-11,5525.25,5520.24773561
560,5525.25,10.0,8.09987508404e-11,5535.25,5530.2477397
561,5535.25,10.0,8.15799571129e-11,5545.25,5540.24774378
562,5545.25,10.0,8.15396315887e-11,5555.25,5550.24774785
563,5555.25,10.0,8.17106559786e-11,5565.25,5560.2477519
564,5565.25,10.0,8.30359771108e-11,5575.25,5570.24775594
565,5575.25,10.0,8.36484431523e-11,5585.25,5580.24775996
566,5585.25,10.0,8.37025277351e-11,5595.25,5590.24776396
567,5595.25,10.0,8.28769139463e-11,5605.25,5600.24776796
568,5605.25,10.0,8.74667949261e-11,5615.25,5610.24777193
569,5615.25,10.0,9.44233349959e-11,5625.25,5620.2477759
570,5625.25,10.0,8.54119298086e-11,5635.25,5630.24777985
571,5635.25,10.0,8.39647434275e-11,5645.25,5640.24778379
572,5645.25,10.0,8.55803643928e-11,5655.25,5650.24778771
573,5655.25,10.0,8.5973261196e-11,5665.25,5660.24779162
574,5665.25,10.0,8.54347288979e-11,5675.25,5670.24779551
575,5675.25,10.0,8.64299632562e-11,5685.25,5680.24779939
576,5685.25,10.0,8.63013653432e-11,5695.25,5690.24780326
577,5695.25,10.0,8.88456106752e-11,5705.25,5700.24780711
578,5705.25,10.0,8.82715078993e-11,5715.25,5710.24781095
579,5715.25,10.0,8.71746443889e-11,5725.25,5720.24781478
580,5725.25,10.0,8.84708882629e-11,5735.25,5730.24781859
581,5735.25,10.0,9.10787484647e-11,5745.25,5740.24782239
582,5745.25,10.0,8.79344878109e-11,5755.25,5750.24782618
583,5755.25,10.0,8.92391864095e-11,5765.25,5760.24782995
584,5765.25,10.0,9.07835786606e-11,5775.25,5770.24783372
585,5775.25,10.0,8.88854527986e-11,5785.25,5780.24783746
586,5785.25,10.0,8.9569414332e-11,5795.25,5790.2478412
587,5795.25,10.0,9.16743063374e-11,5805.25,5800.24784492
588,5805.25,10.0,9.37454974418e-11,5815.25,5810.24784863
589,5815.25,10.0,9.29967824857e-11,5825.25,5820.24785233
590,5825.25,10.0,9.28331942942e-11,5835.25,5830.24785601
591,5835.25,10.0,9.2337898956e-11,5845.25,5840.24785968
592,5845.25,10.0,9.38186578327e-11,5855.25,5850.24786334
593,5855.25,10.0,9.28308808932e-11,5865.25,5860.24786698
594,5865.25,10.0,9.36732282422e-11,5875.25,5870.24787062
595,5875.25,10.0,9.63487747202e-11,5885.25,5880.24787424
596,5885.25,10.0,9.455454534e-11,5895.25,5890.24787785
597,5895.25,10.0,9.59102267604e-11,5905.25,5900.24788145
598,5905.25,10.0,1.10171647108e-10,5915.25,5910.24788503
599,5915.25,10.0,1.00508167805e-10,5925.25,5920.2478886
600,5925.25,10.0,9.56990741429e-11,5935.25,5930.24789216
601,5935.25,10.0,9.61054817666e-11,5945.25,5940.24789571
602,5945.25,10.0,9.66594516716e-11,5955.25,5950.24789925
603,5955.25,10.0,9.6791101104e-11,5965.25,5960.24790277
604,5965.25,10.0,9.78494475226e-11,5975.25,5970.24790628
605,5975.25,10.0,9.8760702496e-11,5985.25,5980.24790979
606,5985.25,10.0,1.03874649482e-10,5995.25,5990.24791328
607,5995.25,10.0,1.00818117043e-10,6005.25,6000.24791675
608,6005.25,10.0,9.88649684883e-11,6015.25,6010.24792022
609,6015.25,10.0,1.01993331822e-10,6025.25,6020.24792367
610,6025.25,10.0,1.00098922362e-10,6035.25,6030.24792712
611,6035.25,10.0,1.02803752966e-10,6045.25,6040.24793055
612,6045.25,10.0,9.90625391055e-11,6055.25,6050.24793397
613,6055.25,10.0,1.00230292052e-10,6065.25,6060.24793738
614,6065.25,10.0,1.00337736685e-10,6075.25,6070.24794078
615,6075.25,10.0,1.01792598894e-10,6085.25,6080.24794416
616,6085.25,10.0,1.02474340026e-10,6095.25,6090.24794754
617,6095.25,10.0,1.03037602847e-10,6105.25,6100.2479509
618,6105.25,10.0,1.05749501174e-10,6115.25,6110.24795426
619,6115.25,10.0,1.20903608766e-10,6125.25,6120.2479576
620,6125.25,10.0,1.70783698807e-10,6135.25,6130.24796093
621,6135.25,10.0,1.04664238578e-10,6145.25,6140.24796425
622,6145.25,10.0,1.02216209465e-10,6155.25,6150.24796756
623,6155.25,10.0,1.00362187275e-10,6165.25,6160.24797086
624,6165.25,10.0,1.0379160103e-10,6175.25,6170.24797415
625,6175.25,10.0,1.02748124902e-10,6185.25,6180.24797743
626,6185.25,10.0,1.04583019384e-10,6195.25,6190.2479807
627,6195.25,10.0,1.07647339371e-10,6205.25,6200.24798395
628,6205.25,10.0,1.07628366693e-10,6215.25,6210.2479872
629,6215.25,10.0,1.06121945888e-10,6225.25,6220.24799043
630,6225.25,10.0,1.06105481339e-10,6235.25,6230.24799366
631,6235.25,10.0,1.09096228291e-10,6245.25,6240.24799687
632,6245.25,10.0,1.24390303767e-10,6255.25,6250.24800008
633,6255.25,10.0,1.08757962772e-10,6265.25,6260.24800327
634,6265.25,10.0,1.10565438728e-10,6275.25,6270.24800646
635,6275.25,10.0,1.09203181682e-10,6285.25,6280.24800963
636,6285.25,10.0,1.07779103817e-10,6295.25,6290.2480128
637,6295.25,10.0,1.11716307027e-10,6305.25,6300.24801595
638,6305.25,10.0,1.08254475632e-10,6315.25,6310.2480191
639,6315.25,10.0,1.139177357e-10,6325.25,6320.24802223
640,6325.25,10.0,1.1136334361e-10,6335.25,6330.24802535
641,6335.25,10.0,1.10178931299e-10,6345.25,6340.24802847
642,6345.25,10.0,1.07326539655e-10,6355.25,6350.24803157
643,6355.25,10.0,1.11086428933e-10,6365.25,6360.24803467
644,6365.25,10.0,1.14457310036e-10,6375.25,6370.24803775
645,6375.25,10.0,1.1107687009e-10,6385.25,6380.24804083
646,6385.25,10.0,1.18245232849e-10,6395.25,6390.24804389
647,6395.25,10.0,1.12430455802e-10,6405.25,6400.24804695
648,6405.25,10.0,1.15880678692e-10,6415.25,6410.24805
649,6415.25,10.0,1.29878270913e-10,6425.25,6420.24805304
650,6425.25,10.0,1.12023726839e-10,6435.25,6430.24805606
651,6435.25,10.0,1.12327199365e-10,6445.25,6440.24805908
652,6445.25,10.0,1.12373787174e-10,6455.25,6450.24806209
653,6455.25,10.0,1.13794281405e-10,6465.25,6460.24806509
654,6465.25,10.0,1.13595263927e-10,6475.25,6470.24806808
655,6475.25,10.0,1.15904776226e-10,6485.25,6480.24807106
656,6485.25,10.0,1.14891215357e-10,6495.25,6490.24807403
657,6495.25,10.0,1.35904679649e-10,6505.25,6500.248077
658,6505.25,10.0,1.34443686495e-10,6515.25,6510.24807995
659,6515.25,10.0,1.15153091717e-10,6525.25,6520.2480829
660,6525.25,10.0,1.1387880818e-10,6535.25,6530.24808583
661,6535.25,10.0,1.1682564187e-10,6545.25,6540.24808876
662,6545.25,10.0,1.18662653839e-10,6555.25,6550.24809168
663,6555.25,10.0,1.19379551041e-10,6565.25,6560.24809458
664,6565.25,10.0,1.17182923188e-10,6575.25,6570.24809748
665,6575.25,10.0,1.16993568154e-10,6585.25,6580.24810038
666,6585.25,10.0,1.16756161902e-10,6595.25,6590.24810326
667,6595.25,10.0,1.16935262182e-10,6605.25,6600.24810613
668,6605.25,10.0,1.19249121007e-10,6615.25,6610.248109
669,6615.25,10.0,1.18393300087e-10,6625.25,6620.24811185
670,6625.25,10.0,1.16303428494e-10,6635.25,6630.2481147
671,6635.25,10.0,1.16167432155e-10,6645.25,6640.24811754
672,6645.25,10.0,1.17930645068e-10,6655.25,6650.24812037
673,6655.25,10.0,1.1697469692e-10,6665.25,6660.24812319
674,6665.25,10.0,1.15987837531e-10,6675.25,6670.24812601
675,6675.25,10.0,1.16473159981e-10,6685.25,6680.24812881
676,6685.25,10.0,1.15652366439e-10,6695.25,6690.24813161
677,6695.25,10.0,1.22216615547e-10,6705.25,6700.2481344
678,6705.25,10.0,1.44182498314e-10,6715.25,6710.24813718
679,6715.25,10.0,1.44067595061e-10,6725.25,6720.24813995
680,6725.25,10.0,1.22555462432e-10,6735.25,6730.24814271
681,6735.25,10.0,1.18552164343e-10,6745.25,6740.24814547
682,6745.25,10.0,1.2618928417e-10,6755.25,6750.24814822
683,6755.25,10.0,1.69165958784e-10,6765.25,6760.24815096
684,6765.25,10.0,1.28889766245e-10,6775.25,6770.24815369
685,6775.25,10.0,1.25676803558e-10,6785.25,6780.24815641
686,6785.25,10.0,1.21053314619e-10,6795.25,6790.24815912
687,6795.25,10.0,1.22060747183e-10,6805.25,6800.24816183
688,6805.25,10.0,1.32463902173e-10,6815.25,6810.24816453
689,6815.25,10.0,1.21819437422e-10,6825.25,6820.24816722
690,6825.25,10.0,1.20798506012e-10,6835.25,6830.24816991
691,6835.25,10.0,1.26937829145e-10,6845.25,6840.24817258
692,6845.25,10.0,1.20541622174e-10,6855.25,6850.24817525
693,6855.25,10.0,1.21130840999e-10,6865.25,6860.24817791
694,6865.25,10.0,1.21821596598e-10,6875.25,6870.24818056
695,6875.25,10.0,1.24507877903e-10,6885.25,6880.24818321
696,6885.25,10.0,1.25065086808e-10,6895.25,6890.24818584
697,6895.25,10.0,1.32789010939e-10,6905.25,6900.24818847
698,6905.25,10.0,1.35195673023e-10,6915.25,6910.24819109
699,6915.25,10.0,1.27613398901e-10,6925.25,6920.24819371
700,6925.25,10.0,1.27226119822e-10,6935.25,6930.24819631
701,6935.25,10.0,1.24790957733e-10,6945.25,6940.24819891
702,6945.25,10.0,1.26955850871e-10,6955.25,6950.2482015
703,6955.25,10.0,1.2717157902e-10,6965.25,6960.24820409
704,6965.25,10.0,1.2666544122e-10,6975.25,6970.24820666
705,6975.25,10.0,1.27934734852e-10,6985.25,6980.24820923
706,6985.25,10.0,1.29136385475e-10,6995.25,6990.24821179
707,6995.25,10.0,1.26366880671e-10,7005.25,7000.24821435
708,7005.25,10.0,1.27807623863e-10,7015.25,7010.2482169
709,7015.25,10.0,1.28355196382e-10,7025.25,7020.24821944
710,7025.25,10.0,1.2894037145e-10,7035.25,7030.24822197
711,7035.25,10.0,1.27496149629e-10,7045.25,7040.24822449
712,7045.25,10.0,1.29640186016e-10,7055.25,7050.24822701
713,7055.25,10.0,1.32137831197e-10,7065.25,7060.24822952
714,7065.25,10.0,1.31244782382e-10,7075.25,7070.24823203
715,7075.25,10.0,1.32433522331e-10,7085.25,7080.24823453
716,7085.25,10.0,1.3388409994e-10,7095.25,7090.24823702
717,7095.25,10.0,1.32349191246e-10,7105.25,7100.2482395
718,7105.25,10.0,1.36430598812e-10,7115.25,7110.24824197
719,7115.25,10.0,1.54816142062e-10,7125.25,7120.24824444
720,7125.25,10.0,1.48971403026e-10,7135.25,7130.24824691
721,7135.25,10.0,1.42140353911e-10,7145.25,7140.24824936
722,7145.25,10.0,1.36245264762e-10,7155.25,7150.24825181
723,7155.25,10.0,1.37760377519e-10,7165.25,7160.24825425
724,7165.25,10.0,1.36552592787e-10,7175.25,7170.24825669
725,7175.25,10.0,1.38167568132e-10,7185.25,7180.24825911
726,7185.25,10.0,1.37584270041e-10,7195.25,7190.24826153
727,7195.25,10.0,1.36172531755e-10,7205.25,7200.24826395
728,7205.25,10.0,1.4480363295e-10,7215.25,7210.24826636
729,7215.25,10.0,1.42387050581e-10,7225.25,7220.24826876
730,7225.25,10.0,1.40491802059e-10,7235.25,7230.24827115
731,7235.25,10.0,1.44094099941e-10,7245.25,7240.24827354
732,7245.25,10.0,1.42871785871e-10,7255.25,7250.24827592
733,7255.25,10.0,1.40236565938e-10,7265.25,7260.2482783
734,7265.25,10.0,1.46113600463e-10,7275.25,7270.24828066
735,7275.25,10.0,1.44096164468e-10,7285.25,7280.24828303
736,7285.25,10.0,1.40259915425e-10,7295.25,7290.24828538
737,7295.25,10.0,1.38367539812e-10,7305.25,7300.24828773
738,7305.25,10.0,1.43711711802e-10,7315.25,7310.24829007
739,7315.25,10.0,1.41872497653e-10,7325.25,7320.24829241
740,7325.25,10.0,1.38739483411e-10,7335.25,7330.24829474
741,7335.25,10.0,1.41191261036e-10,7345.25,7340.24829706
742,7345.25,10.0,1.42364763637e-10,7355.25,7350.24829938
743,7355.25,10.0,1.43310677205e-10,7365.25,7360.24830169
744,7365.25,10.0,1.43657467162e-10,7375.25,7370.24830399
745,7375.25,10.0,1.4451862e-10,7385.25,7380.24830629
746,7385.25,10.0,1.42494489734e-10,7395.25,7390.24830858
747,7395.25,10.0,1.52266600743e-10,7405.25,7400.24831087
748,7405.25,10.0,1.88381147449e-10,7415.25,7410.24831315
749,7415.25,10.0,2.01345934276e-10,7425.25,7420.24831542
750,7425.25,10.0,1.49392040713e-10,7435.25,7430.24831769
751,7435.25,10.0,1.42938584808e-10,7445.25,7440.24831995
752,7445.25,10.0,1.44677613652e-10,7455.25,7450.2483222
753,7455.25,10.0,1.44393341382e-10,7465.25,7460.24832445
754,7465.25,10.0,1.43499263991e-10,7475.25,7470.2483267
755,7475.25,10.0,1.43659359311e-10,7485.25,7480.24832893
756,7485.25,10.0,1.46626008866e-10,7495.25,7490.24833116
757,7495.25,10.0,1.45175341668e-10,7505.25,7500.24833339
758,7505.25,10.0,1.45242029172e-10,7515.25,7510.24833561
759,7515.25,10.0,1.45871224848e-10,7525.25,7520.24833782
760,7525.25,10.0,1.46119909989e-10,7535.25,7530.24834003
761,7535.25,10.0,1.46244670537e-10,7545.25,7540.24834223
762,7545.25,10.0,1.46308690579e-10,7555.25,7550.24834443
763,7555.25,10.0,1.45416032493e-10,7565.25,7560.24834662
764,7565.25,10.0,1.4627744057e-10,7575.25,7570.2483488
765,7575.25,10.0,1.48740839941e-10,7585.25,7580.24835098
766,7585.25,10.0,1.45389466405e-10,7595.25,7590.24835315
767,7595.25,10.0,1.46610062982e-10,7605.25,7600.24835532
768,7605.25,10.0,1.44369371498e-10,7615.25,7610.24835748
769,7615.25,10.0,1.54645197373e-10,7625.25,7620.24835963
770,7625.25,10.0,2.14905712036e-10,7635.25,7630.24836178
771,7635.25,10.0,1.92490343536e-10,7645.25,7640.24836393
772,7645.25,10.0,1.90888995841e-10,7655.25,7650.24836607
773,7655.25,10.0,1.49402626719e-10,7665.25,7660.2483682
774,7665.25,10.0,1.47677283462e-10,7675.25,7670.24837033
775,7675.25,10.0,1.50440711253e-10,7685.25,7680.24837245
776,7685.25,10.0,1.52577663024e-10,7695.25,7690.24837457
777,7695.25,10.0,1.52510485154e-10,7705.25,7700.24837668
778,7705.25,10.0,1.51978360299e-10,7715.25,7710.24837878
779,7715.25,10.0,1.69788757095e-10,7725.25,7720.24838088
780,7725.25,10.0,1.69200671753e-10,7735.25,7730.24838298
781,7735.25,10.0,1.52392470674e-10,7745.25,7740.24838506
782,7745.25,10.0,1.49915655688e-10,7755.25,7750.24838715
783,7755.25,10.0,1.52470207796e-10,7765.25,7760.24838923
784,7765.25,10.0,1.53500501202e-10,7775.25,7770.2483913
785,7775.25,10.0,1.51677432476e-10,7785.25,7780.24839337
786,7785.25,10.0,1.52702831281e-10,7795.25,7790.24839543
787,7795.25,10.0,1.52167865273e-10,7805.25,7800.24839749
788,7805.25,10.0,1.55279718829e-10,7815.25,7810.24839954
789,7815.25,10.0,1.57168802913e-10,7825.25,7820.24840159
790,7825.25,10.0,1.54230546665e-10,7835.25,7830.24840363
791,7835.25,10.0,1.5750843906e-10,7845.25,7840.24840566
792,7845.25,10.0,1.56762063148e-10,7855.25,7850.24840769
793,7855.25,10.0,1.53606503796e-10,7865.25,7860.24840972
794,7865.25,10.0,1.54012946225e-10,7875.25,7870.24841174
795,7875.25,10.0,1.56051322634e-10,7885.25,7880.24841376
796,7885.25,10.0,1.55452868917e-10,7895.25,7890.24841577
797,7895.25,10.0,1.61124752527e-10,7905.25,7900.24841777
798,7905.25,10.0,1.72355836206e-10,7915.25,7910.24841977
799,7915.25,10.0,1.77920300801e-10,7925.25,7920.24842177
800,7925.25,10.0,1.58283227076e-10,7935.25,7930.24842376
801,7935.25,10.0,1.64070666659e-10,7945.25,7940.24842574
802,7945.25,10.0,1.61114017509e-10,7955.25,7950.24842772
803,7955.25,10.0,1.59301747846e-10,7965.25,7960.2484297
804,7965.25,10.0,1.61495967343e-10,7975.25,7970.24843167
805,7975.25,10.0,1.63899251536e-10,7985.25,7980.24843363
806,7985.25,10.0,1.61027556356e-10,7995.25,7990.24843559
